man your routes,FALSE,00:01:00,00:00:00,00:00:00,00:00:00
bravo,TRUE,00:00:00,00:00:00,00:00:00,00:00:00
kilo,TRUE,00:00:00,00:00:00,00:00:00,00:00:00
Zone Teams Out,TRUE,00:00:00,00:00:00,00:00:00,00:00:00
